item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	merchant-shipping-group	status	Minimum order quantity	Sell remainder
altego Duschtuch 70x140 cm Blau - Duschhandtuch & Badetuch 100% Baumwolle - 2er Set - Premium Qualität	Großes Duschtuch 70x140 cm im 2er Set in Blau. Das Duschtuch 70x140 Blau eignet sich perfekt als Duschhandtuch, Badetuch oder Badehandtuch für Bad, Dusche, Sauna und Sport. Gefertigt aus 100% Baumwolle in Premium Qualität. Das Duschtuch Blau überzeugt durch hohe Saugfähigkeit, Weichheit und Hautfreundlichkeit. Mit der Standardgröße 70x140 cm bietet das Duschtuch 70x140 cm Blau ausreichend Fläche und Komfort. Ideal als Badetuch Blau für den täglichen Gebrauch. Pflegeleicht und langlebig. Waschbar bei 60°C, formstabil und farbecht.	0926F9KPQGT	ST02C714003	21.95		26/09/2025 12:02:42 MEST		y	1			11				B0FSRSQRT7						B0FSRSQRT7				AMAZON_EU	Standardvorlage Amazon	Active		
altego Duschtuch 70x140 cm Grün - Duschhandtuch & Badetuch 100% Baumwolle - 2er Set - Premium Qualität	Großes Duschtuch 70x140 cm im 2er Set in Grün. Das Duschtuch 70x140 Grün ist ideal als Duschhandtuch, Badetuch oder Badehandtuch für Bad, Sauna, Fitness und Sport. 100% Baumwolle in Premium Qualität sorgt dafür, dass das Duschtuch Grün besonders weich, saugstark und hautfreundlich ist. Die Größe 70x140 cm bietet optimalen Komfort. Als Duschtuch 70x140 cm Grün oder Badetuch Grün vielseitig einsetzbar für Erwachsene, Familie oder Gäste. Pflegeleicht und langlebig. Waschbar bei 60°C, formstabil und farbecht.	0926F9RM2CH	ST02C714004	21.95		26/09/2025 12:05:51 MEST		y	1			11				B0FSSCR1R3						B0FSSCR1R3				AMAZON_EU	Standardvorlage Amazon	Active		
altego Tagesdecke Großer Komfort (Gris)	Hochwertige Tagesdecke	0901F6ID259	TT01C222401	29.95		01/09/2025 21:02:54 MEST		y	4			11				B0FPDNFQ2L						3760423830475				AMAZON_EU	Standardvorlage Amazon	Active		
altego Tagesdecke Großer Komfort (Beige)	Hochwertige Tagesdecke	0901F6NNV1D	TT01C222402	29.95		01/09/2025 21:28:24 MEST		y	1			11				B0FPDPBDJ9						B0FPDPBDJ9				AMAZON_EU	Standardvorlage Amazon	Active		
altego Tagesdecke Großer Komfort (Weiße)	Hochwertige Tagesdecke	0920FS9BM4E	TT01C222403	29.95		20/09/2025 11:29:35 MEST		y	1			11				B0FPDLB9G4						B0FPDLB9G4				AMAZON_EU	Standardvorlage Amazon	Active		
altego Tagesdecke Großer Komfort (Grün)	Hochwertige Tagesdecke	0920FSESP42	TT01C222404	29.95		20/09/2025 11:43:47 MEST		y	1			11				B0FRXX4YQ5						B0FRXX4YQ5				AMAZON_EU	Standardvorlage Amazon	Active		
LuckyBlankets XXL Kuscheldecke Berlin 140 x 200 cm - Wohndecke Baumwolle - Tagesdecke – Baumwolldecke (Beige)	Die LuckyBlankets Baumwolldecke Berlin ist die perfekte Kombination aus hochwertigen Materialien und modernem Design. Mit einer Größe von 140x200 cm ist diese Decke ideal für gemütliche Abende auf dem Sofa oder als stilvolle Tagesdecke auf Ihrem Bett. Hergestellt aus 50% Baumwolle, 30% Polyester und 20% Acryl, bietet die Decke eine wunderbare Balance zwischen natürlicher Weichheit, Atmungsaktivität und Langlebigkeit. Die Baumwolle sorgt für ein angenehmes Hautgefühl, während Polyester und Acryl zusätzliche Stabilität und Formbeständigkeit gewährleisten, sodass die Decke auch nach häufigem Waschen weich und formstabil bleibt. Egal ob als Sofadecke, Kuscheldecke oder Wohnaccessoire – die Baumwolldecke Berlin passt sich perfekt Ihrem Wohnstil an und sorgt für wohlige Wärme an kalten Tagen.	0929B1HE9HP	B01.1	14.9		29/09/2024 20:06:42 MEST		y	1			11				B0BNNGTT9B						B0BNNGTT9B				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets XXL Kuscheldecke Berlin 140 x 200 cm - Wohndecke Baumwolle - Tagesdecke - Baumwolldecke (Grau)	Die LuckyBlankets Baumwolldecke Berlin ist die perfekte Kombination aus hochwertigen Materialien und modernem Design. Mit einer Größe von 140x200 cm ist diese Decke ideal für gemütliche Abende auf dem Sofa oder als stilvolle Tagesdecke auf Ihrem Bett. Hergestellt aus 50% Baumwolle, 30% Polyester und 20% Acryl, bietet die Decke eine wunderbare Balance zwischen natürlicher Weichheit, Atmungsaktivität und Langlebigkeit. Die Baumwolle sorgt für ein angenehmes Hautgefühl, während Polyester und Acryl zusätzliche Stabilität und Formbeständigkeit gewährleisten, sodass die Decke auch nach häufigem Waschen weich und formstabil bleibt. Egal ob als Sofadecke, Kuscheldecke oder Wohnaccessoire – die Baumwolldecke Berlin passt sich perfekt Ihrem Wohnstil an und sorgt für wohlige Wärme an kalten Tagen.	0929B1HCPSW	B01.2	20.9		29/09/2024 20:07:40 MEST		y	1			11				B0BNNFS2NY						B0BNNFS2NY				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets XXL Kuscheldecke Berlin 140 x 200 cm - Wohndecke Baumwolle - Tagesdecke – Baumwolldecke (Pflaume)	Die LuckyBlankets Baumwolldecke Berlin ist die perfekte Kombination aus hochwertigen Materialien und modernem Design. Mit einer Größe von 140x200 cm ist diese Decke ideal für gemütliche Abende auf dem Sofa oder als stilvolle Tagesdecke auf Ihrem Bett. Hergestellt aus 50% Baumwolle, 30% Polyester und 20% Acryl, bietet die Decke eine wunderbare Balance zwischen natürlicher Weichheit, Atmungsaktivität und Langlebigkeit. Die Baumwolle sorgt für ein angenehmes Hautgefühl, während Polyester und Acryl zusätzliche Stabilität und Formbeständigkeit gewährleisten, sodass die Decke auch nach häufigem Waschen weich und formstabil bleibt. Egal ob als Sofadecke, Kuscheldecke oder Wohnaccessoire – die Baumwolldecke Berlin passt sich perfekt Ihrem Wohnstil an und sorgt für wohlige Wärme an kalten Tagen.	0929B1EJBO5	B01.3	20.9		29/09/2024 20:08:41 MEST		y	1			11				B0BNNG1JB3						B0BNNG1JB3				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets Baumwolldecke Hamburg 140 x 200 cm - Wohndecke Baumwolle - Tagesdecke - Kuscheldecke Baumwolle (Grau)	Hüllen Sie sich in den luxuriösen Komfort der LuckyBlankets Baumwolldecke Hamburg. Diese vielseitige Decke wurde für all jene entworfen, die Qualität und Stil zu schätzen wissen. Perfekt, um es sich zu Hause gemütlich zu machen, sei es auf dem Sofa oder im Bett. Mit einer Größe von 140x200 cm ist sie ideal für den individuellen Gebrauch oder als zusätzliche Schicht für zwei Personen.	0930B3D0T63	B02.1	20.9		30/09/2024 12:10:59 MEST		y	1			11				B0BPRBP5FB						B0BPRBP5FB				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets Baumwolldecke Hamburg 140 x 200 cm - Wohndecke Baumwolle - Tagesdecke - Kuscheldecke Baumwolle (Pflaume)	Hüllen Sie sich in den luxuriösen Komfort der LuckyBlankets Baumwolldecke Hamburg. Diese vielseitige Decke wurde für all jene entworfen, die Qualität und Stil zu schätzen wissen. Perfekt, um es sich zu Hause gemütlich zu machen, sei es auf dem Sofa oder im Bett. Mit einer Größe von 140x200 cm ist sie ideal für den individuellen Gebrauch oder als zusätzliche Schicht für zwei Personen.	0930B3F6842	B02.2	20.9		30/09/2024 12:19:33 MEST		y	1			11				B0BPR9VHNQ						B0BPR9VHNQ				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets München Kuscheldecke Baumwolle 140 x 200 cm - Wohndecke Baumwolle - Tagesdecke - Baumwolldecke (Beige)	Mit der LuckyBlankets Baumwolldecke München genießen Sie die perfekte Balance aus Stil, Komfort und Funktionalität. Die Decke besteht aus einer hochwertigen Materialmischung von 50 % Baumwolle, 30 % Polyester und 20 % Acryl, die für eine angenehm weiche Haptik, Strapazierfähigkeit und langanhaltende Formstabilität sorgt. Ob für gemütliche Abende auf der Couch, als dekorativer Überwurf oder wärmende Tagesdecke – die Decke München ist ein unverzichtbares Accessoire für jedes Zuhause.	0930B40DBOU	B03.1	19.9		30/09/2024 17:37:44 MEST		y	1			11				B0BPR9VYHC						B0BPR9VYHC				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets München Kuscheldecke Baumwolle 140 x 200 cm - Wohndecke Baumwolle - Tagesdecke - Baumwolldecke (Blau)	Mit der LuckyBlankets Baumwolldecke München genießen Sie die perfekte Balance aus Stil, Komfort und Funktionalität. Die Decke besteht aus einer hochwertigen Materialmischung von 50 % Baumwolle, 30 % Polyester und 20 % Acryl, die für eine angenehm weiche Haptik, Strapazierfähigkeit und langanhaltende Formstabilität sorgt. Ob für gemütliche Abende auf der Couch, als dekorativer Überwurf oder wärmende Tagesdecke – die Decke München ist ein unverzichtbares Accessoire für jedes Zuhause.	0930B406YWF	B03.2	19.9		30/09/2024 17:38:21 MEST		y	1			11				B0BPRBBRN9						B0BPRBBRN9				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets München Kuscheldecke Baumwolle 140 x 200 cm - Wolldecke Baumwolle - Tagesdecke - Baumwolldecke (Rosa)	Mit der LuckyBlankets Baumwolldecke München genießen Sie die perfekte Balance aus Stil, Komfort und Funktionalität. Die Decke besteht aus einer hochwertigen Materialmischung von 50 % Baumwolle, 30 % Polyester und 20 % Acryl, die für eine angenehm weiche Haptik, Strapazierfähigkeit und langanhaltende Formstabilität sorgt. Ob für gemütliche Abende auf der Couch, als dekorativer Überwurf oder wärmende Tagesdecke – die Decke München ist ein unverzichtbares Accessoire für jedes Zuhause.	0930B44VTFQ	B03.3	19.9		30/09/2024 17:38:58 MEST		y	1			11				B0BPRDZJTK						B0BPRDZJTK				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets Mailand Wolldecke 140 x 200 cm Premium Qualität - Kuschelige wolldecke - Wolldecke Dicke warm (Anthrazit)	Genießen Sie pure Gemütlichkeit mit der exquisiten Kaschmirdecke "Mailand" von LuckyBlankets. Diese Decke vereint edles Design mit hochwertigen Materialien, um Ihnen ein unvergleichliches Wohlfühlerlebnis zu bieten.	0930B4077LB	K01.1	35.9		30/09/2024 17:32:19 MEST		y	1			11				B0BPVL1MG8						B0BPVL1MG8				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets Mailand Wolldecke 140 x 200 cm Premium Qualität - Kuscheldecke Sofa - Dicke sofadecke (Blau)	Genießen Sie pure Gemütlichkeit mit der exquisiten Kaschmirdecke "Mailand" von LuckyBlankets. Diese Decke vereint edles Design mit hochwertigen Materialien, um Ihnen ein unvergleichliches Wohlfühlerlebnis zu bieten.	0930B40HJEC	K01.2	35.9		30/09/2024 17:33:19 MEST		y	1			11				B0BPVF5W34						B0BPVF5W34				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets Mailand Wolldecke 140 x 200 cm Premium Qualität - Merino wolldecke - Kuscheldecke Wolle (Braun)	Genießen Sie pure Gemütlichkeit mit der exquisiten Kaschmirdecke "Mailand" von LuckyBlankets. Diese Decke vereint edles Design mit hochwertigen Materialien, um Ihnen ein unvergleichliches Wohlfühlerlebnis zu bieten.	0930B3ZYC7Z	K01.3	35.9		30/09/2024 17:33:56 MEST		y	1			11				B0BPVPDHB2						B0BPVPDHB2				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets Neapel Wolldecke 140 x 200 cm Premium Qualität - Merino wolldecke - Kaschmir Decke - Kuscheldecke (Beige)		0930B44NMF8	K02.1	35.9		30/09/2024 17:40:18 MEST		y	1			11				B0BPZ2TK2T						B0BPZ2TK2T				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets Rom Wolldecke 140 x 200 cm Premium Qualität - Merino wolldecke - Kaschmir Decke – Kuscheldecke (Blau)	Die LuckyBlankets Kaschmirdecke Rom ist ein wahrer Ausdruck von Luxus und Wohlbefinden. Mit einer Größe von 140x200 cm bietet diese Decke den idealen Komfort für entspannte Stunden zuhause. Die edle Materialmischung aus 5 % Kaschmir, 40 % Merinowolle, 35 % Acryl und 20 % Polyester sorgt für eine unvergleichliche Weichheit, Wärme und Strapazierfähigkeit. Diese Decke kombiniert die besten Eigenschaften natürlicher und synthetischer Fasern, um Ihnen höchsten Komfort und Langlebigkeit zu bieten.	0930B45H88W	K03.1	35.9		30/09/2024 18:56:21 MEST		y	1			11				B0BPZLG9BC						B0BPZLG9BC				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets Rom Wolldecke 140 x 200 cm Premium Qualität - Merino wolldecke - Kaschmir Decke - Kuscheldecke (Braun)	Die LuckyBlankets Kaschmirdecke Rom ist ein wahrer Ausdruck von Luxus und Wohlbefinden. Mit einer Größe von 140x200 cm bietet diese Decke den idealen Komfort für entspannte Stunden zuhause. Die edle Materialmischung aus 5 % Kaschmir, 40 % Merinowolle, 35 % Acryl und 20 % Polyester sorgt für eine unvergleichliche Weichheit, Wärme und Strapazierfähigkeit. Diese Decke kombiniert die besten Eigenschaften natürlicher und synthetischer Fasern, um Ihnen höchsten Komfort und Langlebigkeit zu bieten.	0930B4CPUJY	K03.2	35.9		30/09/2024 19:19:19 MEST		y	1			11				B0BPZT7Q7Q						B0BPZT7Q7Q				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets Rom Wolldecke 140 x 200 cm Premium Qualität - Merino wolldecke - Kaschmir Decke - Kuscheldecke (Grau)	Die LuckyBlankets Kaschmirdecke Rom ist ein wahrer Ausdruck von Luxus und Wohlbefinden. Mit einer Größe von 140x200 cm bietet diese Decke den idealen Komfort für entspannte Stunden zuhause. Die edle Materialmischung aus 5 % Kaschmir, 40 % Merinowolle, 35 % Acryl und 20 % Polyester sorgt für eine unvergleichliche Weichheit, Wärme und Strapazierfähigkeit. Diese Decke kombiniert die besten Eigenschaften natürlicher und synthetischer Fasern, um Ihnen höchsten Komfort und Langlebigkeit zu bieten.	0930B423WWH	K03.3	35.9		30/09/2024 19:20:12 MEST		y	1			11				B0BPYZC3TD						B0BPYZC3TD				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets Lyon Wolldecke 140 x 200 cm Premium Qualität - Decke Sofa Kuscheldecke - Merino Wolldecke (Braun)	Die LuckyBlankets Merinodecke Lyon vereint edle Weichheit und außergewöhnliche Haltbarkeit in einer hochwertigen Decke. Mit einem Stoffgemisch aus 80% Merinowolle und 20% Nylon bietet sie die perfekte Balance aus Komfort und Robustheit. Die großzügige Größe von 140x200 cm macht sie ideal zum Einkuscheln auf der Couch oder als zusätzliche Schicht im Bett.	0930B3L5RXR	M01.1	54.9		30/09/2024 13:03:04 MEST		y	1			11				B0BQ135GR6						B0BQ135GR6				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets Lyon Wolldecke 140 x 200 cm Premium Qualität - Dicke Sofadecke - Merino Wolldecke (Grau)	Die LuckyBlankets Merinodecke Lyon vereint edle Weichheit und außergewöhnliche Haltbarkeit in einer hochwertigen Decke. Mit einem Stoffgemisch aus 80% Merinowolle und 20% Nylon bietet sie die perfekte Balance aus Komfort und Robustheit. Die großzügige Größe von 140x200 cm macht sie ideal zum Einkuscheln auf der Couch oder als zusätzliche Schicht im Bett.	0930B3JHKV9	M01.2	54.9		30/09/2024 13:03:49 MEST		y	1			11				B0BPZYBG8N						B0BPZYBG8N				AMAZON_EU	Standardvorlage Amazon	Inactive		
LuckyBlankets Lyon Wolldecke 140 x 200 cm Premium Qualität - Plaid Decke - Merino Wolldecke (Rot)	Die LuckyBlankets Merinodecke Lyon vereint edle Weichheit und außergewöhnliche Haltbarkeit in einer hochwertigen Decke. Mit einem Stoffgemisch aus 80% Merinowolle und 20% Nylon bietet sie die perfekte Balance aus Komfort und Robustheit. Die großzügige Größe von 140x200 cm macht sie ideal zum Einkuscheln auf der Couch oder als zusätzliche Schicht im Bett.	0930B3G2DID	M01.3	54.9		30/09/2024 13:04:26 MEST		y	1			11				B0BPZTBJLH						B0BPZTBJLH				AMAZON_EU	Standardvorlage Amazon	Inactive		
